252.69,154.1,1.2,1682899200819,
252.69,154.1,1.2,1682899210823,
252.69,154.1,1.2,1682899210823,
252.69,154.1,1.2,1682899220838,
252.69,154.1,1.2,1682899220838,
252.69,154.1,1.2,1682899230844,
252.69,154.1,1.2,1682899230844,
252.69,154.1,1.2,1682899361009,
252.69,154.1,1.2,1682899361009,
252.69,154.1,1.2,1682899330956,
252.69,154.1,1.2,1682899330956,
252.69,154.1,1.2,1682899371018,
252.69,154.1,1.2,1682899371018,
252.69,154.1,1.2,1682899340971,
252.69,154.1,1.2,1682899340971,
252.69,154.1,1.2,1682899501198,
252.69,154.1,1.2,1682899501198,
252.69,154.1,1.2,1682899260881,
252.69,154.1,1.2,1682899290917,
252.69,154.1,1.2,1682899270901,
252.69,154.1,1.2,1682899290917,
252.69,154.1,1.2,1682899270901,
252.69,154.1,1.2,1682899571247,
252.69,154.1,1.2,1682899571247,
252.69,154.1,1.2,1682899601283,
252.69,154.1,1.2,1682899601283,
252.69,154.1,1.2,1682899581269,
252.69,154.1,1.2,1682899581269,
252.69,154.1,1.2,1682899571247,
252.69,154.1,1.2,1682899571247,
252.69,154.1,1.2,1682899701417,
252.69,154.1,1.2,1682899701417,
252.69,154.1,1.2,1682899731458,
252.69,154.1,1.2,1682899711433,
252.69,154.1,1.2,1682899731458,
252.69,154.1,1.2,1682899711433,
252.69,154.1,1.2,1682899691402,
252.69,154.1,1.2,1682899701417,
252.69,154.1,1.2,1682899691402,
252.69,154.1,1.2,1682899701417,
252.69,154.1,1.2,1682899831566,
252.69,154.1,1.2,1682899831566,
252.69,154.1,1.2,1682899861602,
252.69,154.1,1.2,1682899841580,
252.69,154.1,1.2,1682899861602,
252.69,154.1,1.2,1682899841580,
252.69,154.1,1.2,1682899811550,
252.69,154.1,1.2,1682899811550,
252.69,154.1,1.2,1682899941706,
252.69,154.1,1.2,1682899951726,
252.69,154.1,1.2,1682899941706,
252.69,154.1,1.2,1682899951726,
252.69,154.1,1.2,1682899421076,
252.69,154.1,1.2,1682899381027,
252.69,154.1,1.2,1682899421076,
252.69,154.1,1.2,1682899391037,
252.69,154.1,1.2,1682899391037,
252.69,154.1,1.2,1682899401056,
252.69,154.1,1.2,1682899411073,
252.69,154.1,1.2,1682899401056,
252.69,154.1,1.2,1682899411073,
252.69,154.1,1.2,1682900091904,
252.69,154.1,1.2,1682900051865,
252.69,154.1,1.2,1682900091904,
252.69,154.1,1.2,1682900061872,
252.69,154.1,1.2,1682900061872,
252.69,154.1,1.2,1682900071890,
252.69,154.1,1.2,1682900081896,
252.69,154.1,1.2,1682900071890,
252.69,154.1,1.2,1682900081896,
252.69,154.1,1.2,1682900051865,
252.69,154.1,1.2,1682900051865,
252.69,154.1,1.2,1682900182028,
252.69,154.1,1.2,1682900212075,
252.69,154.1,1.2,1682900172021,
252.69,154.1,1.2,1682900182028,
252.69,154.1,1.2,1682900212075,
252.69,154.1,1.2,1682900172021,
252.69,154.1,1.2,1682900182028,
252.69,154.1,1.2,1682900222088,
252.69,154.1,1.2,1682900182028,
252.69,154.1,1.2,1682900222088,
252.69,154.1,1.2,1682900192048,
252.69,154.1,1.2,1682900322247,
252.69,154.1,1.2,1682900332260,
252.69,154.1,1.2,1682900292212,
252.69,154.1,1.2,1682900322247,
252.69,154.1,1.2,1682900332260,
252.69,154.1,1.2,1682900302229,
252.69,154.1,1.2,1682900292212,
252.69,154.1,1.2,1682900302229,
252.69,154.1,1.2,1682900412347,
252.69,154.1,1.2,1682900412347,
252.69,154.1,1.2,1682900432379,
252.69,154.1,1.2,1682899561243,
252.69,154.1,1.2,1682899541236,
252.69,154.1,1.2,1682899511206,
252.69,154.1,1.2,1682899531226,
252.69,154.1,1.2,1682899561243,
252.69,154.1,1.2,1682899541236,
252.69,154.1,1.2,1682899511206,
252.69,154.1,1.2,1682900552551,
252.69,154.1,1.2,1682900562556,
252.69,154.1,1.2,1682900532524,
252.69,154.1,1.2,1682900552551,
252.69,154.1,1.2,1682900562556,
252.69,154.1,1.2,1682900532524,
252.69,154.1,1.2,1682900542533,
252.69,154.1,1.2,1682900572572,
252.69,154.1,1.2,1682900582591,
252.69,154.1,1.2,1682900542534,
252.69,154.1,1.2,1682900572572,
252.69,154.1,1.2,1682900552551,
252.69,154.1,1.2,1682900582591,
252.69,154.1,1.2,1682900542534,
252.69,154.1,1.2,1682900652692,
252.69,154.1,1.2,1682900652692,
252.69,154.1,1.2,1682900662710,
252.69,154.1,1.2,1682900662710,
252.69,154.1,1.2,1682900802870,
252.69,154.1,1.2,1682900832904,
252.69,154.1,1.2,1682900802870,
252.69,154.1,1.2,1682900792859,
252.69,154.1,1.2,1682900832904,
252.69,154.1,1.2,1682900782845,
252.69,154.1,1.2,1682900802870,
252.69,154.1,1.2,1682900792859,
252.69,154.1,1.2,1682900812882,
252.69,154.1,1.2,1682900782845,
252.69,154.1,1.2,1682900802870,
252.69,154.1,1.2,1682900812882,
252.69,154.1,1.2,1682900782845,
252.69,154.1,1.2,1682900782845,
252.69,154.1,1.2,1682900953072,
